fecha,cita,resumen
2025-05-18," Jn 13,31-33a.34-35","«Que os améis unos a otros» Hoy, Jesús nos invita a amarnos los unos a los otros. También en este mundo complejo que nos..."
2025-05-19," Jn 14,21-26","«El Paráclito, el Espíritu Santo, que el Padre enviará en mi nombre, os lo enseñará todo y os recordará todo lo que yo o..."
2025-05-20," Jn 14,27-31a","«Mi paz os doy; no os la doy como la da el mundo» Hoy, Jesús nos habla indirectamente de la cruz: nos dejará la paz, per..."
2025-05-21," Jn 15,1-8","«Permaneced en mí, como yo en vosotros» Hoy contemplamos de nuevo a Jesús rodeado por los Apóstoles, en un clima de espe..."
2025-05-22," Jn 15,9-11","«Como el Padre me amó, yo también os he amado a vosotros» Hoy escuchamos nuevamente la íntima confidencia que Jesús nos ..."
2025-05-23," Jn 15,12-17","«Éste es el mandamiento mío: que os améis los unos a los otros como yo os he amado» Hoy, el Señor nos invita al amor fra..."
2025-05-24," Jn 15,18-21","«Todo esto os lo harán por causa de mi nombre, porque no conocen al que me ha enviado» Hoy, el Evangelio contrapone el m..."
2025-05-25," Jn 14,23-29","«Si alguno me ama, guardará mi Palabra, y mi Padre le amará, y vendremos a él, y haremos morada en él» Hoy, antes de cel..."
2025-05-26," Jn 15,26—16,4","«También vosotros daréis testimonio» Hoy, en el evangelio Jesús anuncia y promete la venida del Espíritu Santo: «Cuando ..."
2025-05-27," Jn 16,5-11",«Os conviene que yo me vaya» Hoy el Evangelio nos ofrece una comprensión más profunda de la realidad de la Ascensión del...
2025-05-28," Jn 16,12-15",«Mucho tengo todavía que deciros» Hoy es ¡un día especial! Imagínate la típica jornada en que tú estás con tus familiare...
2025-05-29," Jn 16,16-20",«Vuestra tristeza se convertirá en gozo» Hoy contemplamos de nuevo la Palabra de Dios con la ayuda del evangelista Juan....
2025-05-30," Jn 16,20-23a","«Vuestra tristeza se convertirá en gozo» Hoy comenzamos el Decenario del Espíritu Santo. Reviviendo el Cenáculo, vemos a..."
2025-05-31," Lc 1,39-56",«Saltó de gozo el niño en mi seno» Hoy contemplamos el hecho de la Visitación de la Virgen María a su prima Isabel. Tan ...
2025-06-01," Lc 24,46-53","«Mientras los bendecía, se separó de ellos y fue llevado al cielo» Hoy, Ascensión del Señor, recordamos nuevamente la “m..."
2025-06-02," Jn 16,29-33",«¡Ánimo!: yo he vencido al mundo» Hoy podemos tener la sensación de que el mundo de la fe en Cristo se debilita. Hay muc...
2025-06-03," Jn 17,1-11a","«Padre, ha llegado la hora» Hoy, el Evangelio de san Juan —que hace días estamos leyendo— comienza hablándonos de la “ho..."
2025-06-04," Jn 17,11b-19",«Que tengan en sí mismos mi alegría colmada» Hoy vivimos en un mundo que no sabe cómo ser verdaderamente feliz con la fe...
2025-06-05," Jn 17,20-26","«Padre santo, no ruego sólo por éstos, sino también por aquellos que (...) creerán en mí» Hoy, encontramos en el Evangel..."
2025-06-06," Jn 21,15-19","«¿Me amas más que éstos?» Hoy, el Evangelio nos narra otra de las apariciones de Jesús a sus discípulos. De un modo prof..."
2025-06-07," Jn 21,20-25","«Las ha escrito, y nosotros sabemos que su testimonio es verdadero» Hoy leemos el final del Evangelio de san Juan. Se tr..."
2025-06-08," Jn 20,19-23","«Recibid el Espíritu Santo» Hoy, en el día de Pentecostés se realiza el cumplimiento de la promesa que Cristo había hech..."
2025-06-09," Jn 19,25-34","«Aquí tienes a tu madre» Hoy hacemos memoria de María, Madre de la Iglesia. En este sentido, contemplamos la maternidad ..."
2025-06-10," Mt 5,13-16","«Vosotros sois la sal de la tierra. (...) Vosotros sois la luz del mundo» Hoy, san Mateo nos recuerda aquellas palabras ..."
2025-06-11," Mt 10,7-13","«Id proclamando que el Reino de los Cielos está cerca. Curad enfermos, resucitad muertos...» Hoy celebramos al apóstol J..."
2025-06-12," Mt 5,20-26","«Si vuestra justicia no es mayor (...) no entraréis en el Reino de los Cielos» Hoy, Jesús nos invita a ir más allá de lo..."
2025-06-13," Mt 5,27-32","«Todo el que mira a una mujer deseándola, ya cometió adulterio» Hoy, Jesús nos habla claramente del amor indisoluble, fr..."
2025-06-14," Mt 5,33-37","«Sea vuestro lenguaje: ‘Sí, sí’; ‘no, no’» Hoy continúa Jesús comentándonos los Mandamientos. Los israelitas tenían un g..."
2025-06-15," Jn 16,12-15","«Cuando venga Él, el Espíritu de la verdad, os guiará hasta la verdad completa» Hoy celebramos la solemnidad del misteri..."
2025-06-16," Mt 5,38-42","«Pues yo os digo: no resistáis al mal» Hoy, Jesús nos enseña que el odio se supera en el perdón. La ley del talión era u..."
2025-06-17," Mt 5,43-48","«Sed perfectos como es perfecto vuestro Padre celestial» Hoy, Cristo nos invita a amar. Amar sin medida, que es la medid..."
2025-06-18," Mt 6,1-6.16-18","«Cuidad de no practicar vuestra justicia delante de los hombres para ser vistos por ellos» Hoy, Jesús nos invita a obrar..."
2025-06-19," Mt 6,7-15","«Vuestro Padre sabe lo que necesitáis antes de pedírselo» Hoy, el Señor nos quiere ayudar a crecer en un tema central de..."
2025-06-20," Mt 6,19-23","«Amontonaos más bien tesoros en el cielo, donde no hay polilla ni herrumbre que corroan, ni ladrones que socaven y roben..."
2025-06-21," Mt 6,24-34","«Buscad primero su Reino y su justicia, y todas esas cosas se os darán por añadidura» Hoy el Evangelio habla claramente ..."
2025-06-22," Lc 9,11b-17","«Dadles vosotros de comer» Hoy es el día más grande para el corazón de un cristiano, porque la Iglesia, después de feste..."
2025-06-23," Mt 7,1-5","«Con el juicio con que juzguéis seréis juzgados, y con la medida con que midáis se os medirá» Hoy, el Evangelio me ha re..."
2025-06-24," Lc 1,57-66.80","«El niño crecía y su espíritu se fortalecía» Hoy, celebramos solemnemente el nacimiento del Bautista. San Juan es un hom..."
2025-06-25," Mt 7,15-20","«Por sus frutos los reconoceréis» Hoy, se nos presenta ante nuestra mirada un nuevo contraste evangélico, entre los árbo..."
2025-06-26," Mt 7,21-29","«No todo el que me diga: ‘Señor, Señor’, entrará en el Reino de los Cielos» Hoy nos impresiona la afirmación rotunda de ..."
2025-06-27," Lc 15,3-7","«Alegraos conmigo, porque he hallado la oveja que se me había perdido» Hoy celebramos la solemnidad del Sagrado Corazón ..."
2025-06-28," Lc 2,41-51",«Su madre conservaba cuidadosamente todas las cosas en su corazón» Hoy celebramos la memoria del Corazón Inmaculado de M...
2025-06-29," Mt 16,13-19","«Tú eres el Cristo, el Hijo de Dios vivo» Hoy celebramos la solemnidad de San Pedro y San Pablo, los cuales fueron funda..."
2025-06-30," Mt 8,18-22","«Sígueme» Hoy, el Evangelio nos presenta —a través de dos personajes— una cualidad del buen discípulo de Jesús: el despr..."
