fecha,cita,resumen
2025-07-20," Lc 10,38-42",«Hay necesidad (...) de una sola [cosa]» Hoy vemos a un Jesús tan divino como humano: está cansado del viaje y se deja a...
2025-07-21," Mt 12,38-42","«Maestro, queremos ver una señal hecha por ti» Hoy, Jesús es puesto a prueba por «algunos escribas y fariseos» (Mt 12,38..."
2025-07-22," Jn 20,1-2.11-18",«Fue María Magdalena y dijo a los discípulos que había visto al Señor» Hoy celebramos con gozo a santa María Magdalena. ...
2025-07-23," Mt 13,1-9","«Una vez salió un sembrador a sembrar» Hoy, Jesús —en la pluma de Mateo— comienza a introducirnos en los misterios del R..."
2025-07-24," Mt 13,10-17","«¡... dichosos vuestros ojos, porque ven, y vuestros oídos, porque oyen!» Hoy, recordamos la ""alabanza"" dirigida por Jes..."
2025-07-25," Mt 20,20-28","«¿Podéis beber la copa que yo voy a beber?» Hoy, el episodio que nos narra este fragmento del Evangelio nos pone frente ..."
2025-07-26," Mt 13,24-30",«Dejad que ambos crezcan juntos» Hoy consideramos una parábola que es ocasión para referirse a la vida de la comunidad e...
2025-07-27," Lc 11,1-13","«Jesús estaba en oración… ‘Señor, enséñanos a orar’» Hoy, Jesús en oración nos enseña a orar. Fijémonos bien en lo que s..."
2025-07-28," Mt 13,31-35","«Nada les hablaba sin parábolas» Hoy, el Evangelio nos presenta a Jesús predicando a sus discípulos. Y lo hace, tal como..."
2025-07-29," Lc 10,38-42","«Te preocupas y te agitas por muchas cosas; y hay necesidad de pocas, o mejor, de una sola» Hoy, también nosotros —atare..."
2025-07-30," Mt 13,44-46","«Vende todo lo que tiene y compra el campo» Hoy, Mateo pone ante nuestra consideración dos parábolas sobre el Reino de l..."
2025-07-31," Mt 13,47-53","«Recogen en cestos los buenos y tiran los malos» Hoy, el Evangelio constituye una llamada vital a la conversión. Jesús n..."
2025-08-01," Mt 13,54-58","«Un profeta sólo en su patria y en su casa carece de prestigio» Hoy, como ayer, hablar de Dios a quienes nos conocen des..."
2025-08-02," Mt 14,1-12","«Se enteró el tetrarca Herodes de la fama de Jesús» Hoy, la liturgia nos invita a contemplar una injusticia: la muerte d..."
2025-08-03," Lc 12,13-21","«La vida de uno no está asegurada por sus bienes» Hoy, Jesús nos sitúa cara a cara con aquello que es fundamental para n..."
2025-08-04," Mt 14,13-21","«Levantando los ojos al cielo...» Hoy, el Evangelio toca nuestros “bolsillos mentales”... Por esto, como en tiempos de J..."
2025-08-05," Mt 14,22-36","«Señor, si eres tú, mándame ir donde tú sobre las aguas» Hoy no veremos a Jesús durmiendo en la barca mientras ésta se h..."
2025-08-06," Lc 9,28-36","«Maestro, bueno es estarnos aquí. Vamos a hacer tres tiendas (…)» Hoy, meditando la Transfiguración, intuimos la situaci..."
2025-08-07," Mt 16,13-23","«Tus pensamientos no son los de Dios, sino los de los hombres» Hoy Jesús proclama afortunado a Pedro por su atinada decl..."
2025-08-08," Mt 16,24-28","«Si alguno quiere venir en pos de mí, niéguese a sí mismo, tome su cruz y sígame» Hoy, el Evangelio nos sitúa claramente..."
2025-08-09," Mt 17,14-20","«Si tenéis fe como un grano de mostaza (...) nada os será imposible» Hoy, una vez más, Jesús da a entender que la medida..."
2025-08-10," Lc 12,32-48","«También vosotros estad preparados, porque en el momento que no penséis, vendrá el Hijo del hombre» Hoy, el Evangelio no..."
2025-08-11," Mt 17,22-27","«Yendo un día juntos por Galilea» Hoy, la liturgia nos ofrece diferentes posibilidades para nuestra consideración. Entre..."
2025-08-12," Mt 18,1-5.10.12-14","«No es voluntad de vuestro Padre celestial que se pierda uno solo de estos pequeños» Hoy, el Evangelio nos vuelve a reve..."
2025-08-13," Mt 18,15-20","«Si tu hermano llega a pecar, vete y repréndele, a solas tú con él (...) donde están dos o tres reunidos en mi nombre, a..."
2025-08-14," Mt 18,21—19,1","«Señor, ¿cuántas veces tengo que perdonar las ofensas que me haga mi hermano?» Hoy, preguntar «¿cuántas veces tengo que ..."
2025-08-15," Lc 1,39-56",«Proclama mi alma la grandeza del Señor y mi espíritu se alegra en Dios mi Salvador» Hoy celebramos la solemnidad de la ...
2025-08-16," Mt 19,13-15",«Le presentaron a Jesús unos niños para que les impusiera las manos y orase; pero los discípulos les reñían» Hoy nos es ...
2025-08-17," Lc 12,49-53",«¿Creéis que he venido a traer paz a la tierra?» Hoy -de labios de Jesús- escuchamos afirmaciones estremecedoras: «He ve...
2025-08-18," Mt 19,16-22",«¿Qué he de hacer de bueno para conseguir vida eterna?» Hoy la liturgia de la palabra pone ante nuestra consideración el...
2025-08-19," Mt 19,23-30","«Un rico difícilmente entrará en el Reino de los Cielos... Entonces, ¿quién se podrá salvar?» Hoy contemplamos la reacci..."
2025-08-20," Mt 20,1-16","«Los últimos serán primeros y los primeros, últimos» Hoy, la Palabra de Dios nos invita a ver que la “lógica” divina va ..."
2025-08-21," Mt 22,1-14","«Mi banquete está preparado, se han matado ya mis novillos y animales cebados, y todo está a punto; venid a la boda» Hoy..."
2025-08-22," Mt 22,34-40","«Amarás al Señor, tu Dios... Amarás a tu prójimo» Hoy, el maestro de la Ley le pregunta a Jesús: «¿Cuál es el mandamient..."
2025-08-23," Mt 23,1-12","«El que se ensalce, será humillado; y el que se humille, será ensalzado» Hoy, Jesucristo nos dirige nuevamente una llama..."
2025-08-24," Lc 13,22-30","«Señor, ¿son pocos los que se salvan?» Hoy, el evangelio nos sitúa ante el tema de la salvación de las almas. Éste es el..."
2025-08-25," Mt 23,13-22","«¡Ay de vosotros, escribas y fariseos hipócritas, que cerráis a los hombres el Reino de los Cielos!» Hoy, el Señor nos q..."
2025-08-26," Mt 23,23-26","«Purifica primero por dentro la copa, para que también por fuera quede pura» Hoy tenemos la impresión de “pillar” a Jesú..."
2025-08-27," Mt 23,27-32","«¡Ay de vosotros, escribas y fariseos hipócritas!» Hoy, como en los días anteriores y los que siguen, contemplamos a Jes..."
2025-08-28," Mt 24,42-51","«Estad preparados» Hoy, el texto evangélico nos habla de la incertidumbre del momento en que vendrá el Señor: «No sabéis..."
2025-08-29," Mc 6,17-29",«Juan decía a Herodes: ‘No te está permitido tener la mujer de tu hermano’» Hoy recordamos el martirio de san Juan Bauti...
2025-08-30," Mt 25,14-30","«Un hombre, al ausentarse, llamó a sus siervos y les encomendó su hacienda» Hoy contemplamos la parábola de los talentos..."
2025-08-31," Lc 14,1.7-14","«Los invitados elegían los primeros puestos» Hoy, Jesús nos da una lección magistral: no busquéis el primer lugar: «Cuan..."
2025-09-01," Lc 4,16-30","«Hoy se cumple esta escritura que acabáis de oír» Hoy, «se cumple esta escritura que acabáis de oír» (Lc 4,21). Con esta..."
2025-09-02," Lc 4,31-37","«Quedaban asombrados de su doctrina, porque hablaba con autoridad» Hoy vemos cómo la actividad de enseñar fue para Jesús..."
2025-09-03," Lc 4,38-44","«Poniendo Él las manos sobre cada uno de ellos, los curaba. Salían también demonios de muchos, gritando» Hoy nos encontr..."
2025-09-04," Lc 5,1-11",«Boga mar adentro» Hoy día todavía nos resulta sorprendente comprobar cómo aquellos pescadores fueron capaces de dejar s...
2025-09-05," Lc 5,33-39","«¿Podéis acaso hacer ayunar a los invitados a la boda mientras el novio está con ellos?» Hoy, en nuestra reflexión sobre..."
2025-09-06," Lc 6,1-5","«El Hijo del hombre es señor del sábado» Hoy, ante la acusación de los fariseos, Jesús explica el sentido correcto del d..."
2025-09-07," Lc 14,25-33","«El que no renuncia a todos sus bienes no puede ser discípulo mío» Hoy, Jesús nos indica el lugar que debe ocupar el pró..."
2025-09-08," Mt 1,1-16.18-23","«He aquí que la virgen concebirá y dará a luz un hijo, y le pondrán por nombre Emmanuel» Hoy, la genealogía de Jesús, el..."
2025-09-09," Lc 6,12-19","«Jesús se fue al monte a orar, y se pasó la noche en la oración de Dios» Hoy quisiera centrar nuestra reflexión en las p..."
2025-09-10," Lc 6,20-26","«Bienaventurados los pobres. (...) ¡Ay de vosotros los ricos!» Hoy, Jesús señala dónde está la verdadera felicidad. En l..."
2025-09-11," Lc 6,27-38","«Sed compasivos, como vuestro Padre es compasivo» Hoy, en el Evangelio, el Señor nos pide por dos veces que amemos a los..."
2025-09-12," Lc 6,39-42","«Todo discípulo que esté bien formado, será como su maestro» Hoy, las palabras del Evangelio nos hacen reflexionar sobre..."
2025-09-13," Lc 6,43-49","«Cada árbol se conoce por su fruto» Hoy, el Señor nos sorprende haciendo “publicidad” de sí mismo. No es mi intención “e..."
2025-09-14," Jn 3,13-17","«Para que todo el que crea en Él tenga vida eterna» Hoy, el Evangelio es una profecía, es decir, una mirada en el espejo..."
2025-09-15," Lc 2,33-35","«Una espada te atravesará el alma» Hoy, en la fiesta de Nuestra Señora, la Virgen de los Dolores, escuchamos unas palabr..."
2025-09-16," Lc 7,11-17","«Joven, a ti te digo: levántate» Hoy, dos comitivas se encuentran. Una comitiva que acompaña a la muerte y otra que acom..."
2025-09-17," Lc 7,31-35","«¿Con quién, pues, compararé a los hombres de esta generación?» Hoy, Jesús constata la dureza de corazón de la gente de ..."
2025-09-18," Lc 7,36-50","«A los pies de Jesús, comenzó a llorar» Hoy, Simón fariseo, invita a comer a Jesús para llamar la atención de la gente. ..."
2025-09-19," Lc 8,1-3","«Le acompañaban los Doce, y algunas mujeres» Hoy admiramos a las mujeres que habían seguido a Jesús por Él mismo, por gr..."
2025-09-20," Lc 8,4-15","«Lo que cae en buena tierra, son los que (...) dan fruto con perseverancia» Hoy, Jesús nos habla de un sembrador que sal..."
2025-09-21," Lc 16,1-13",«No podéis servir a Dios y al dinero» Hoy el Evangelio nos presenta la figura del administrador infiel: un hombre que se...
2025-09-22," Lc 8,16-18","«Pone (la lámpara) sobre un candelero, para que los que entren vean la luz» Hoy, este Evangelio tan breve es rico en tem..."
2025-09-23," Lc 8,19-21",«Mi madre y mis hermanos son aquellos que oyen la Palabra de Dios y la cumplen» Hoy leemos un hermoso pasaje del Evangel...
2025-09-24," Lc 9,1-6","«Convocando Jesús a los Doce, les dio autoridad y poder sobre todos los demonios, y para curar enfermedades» Hoy vivimos..."
2025-09-25," Lc 9,7-9","«Buscaba verle» Hoy el texto del Evangelio nos dice que Herodes quería ver a Jesús (cf. Lc 9,9). Ese deseo de ver a Jesú..."
2025-09-26," Lc 9,18-22","«¿Quién dice la gente que soy yo? (…) Y vosotros, ¿quién decís que soy yo?» Hoy, en el Evangelio, hay dos interrogantes ..."
2025-09-27," Lc 9,43b-45","«El Hijo del hombre va a ser entregado en manos de los hombres» Hoy, más de dos mil años después, el anuncio de la pasió..."
2025-09-28," Lc 16,19-31","«Hijo, recuerda que recibiste tus bienes durante tu vida y Lázaro, al contrario, sus males» Hoy, Jesús nos encara con la..."
2025-09-29," Jn 1,47-51","«Veréis el cielo abierto y a los ángeles de Dios subir y bajar sobre el Hijo del hombre» Hoy, en la fiesta de los Santos..."
2025-09-30," Lc 9,51-56","«Él se afirmó en su voluntad de ir a Jerusalén» Hoy, el Evangelio nos ofrece dos puntos principales para la reflexión pe..."
