fecha,cita,resumen
2026-04-20," Jn 6,22-29","«Obrad (…) por el alimento que permanece para la vida eterna» Hoy, después de la multiplicación de los panes, la multitu..."
2026-04-21," Jn 6,30-35","«Es mi Padre el que os da el verdadero pan del cielo» Hoy, en las palabras de Jesús podemos constatar la contraposición ..."
2026-04-22," Jn 6,35-40","«El que venga a mí, no tendrá hambre» Hoy vemos cuánto le preocupan a Dios nuestro hambre y nuestra sed. ¿Cómo podríamos..."
2026-04-23," Jn 6,44-51","«Yo soy el pan vivo, bajado del cielo» Hoy cantamos al Señor de quien nos viene la gloria y el triunfo. El Resucitado se..."
2026-04-24," Jn 6,52-59","«En verdad, en verdad os digo: si no coméis la carne del Hijo del hombre, y no bebéis su sangre, no tenéis vida en vosot..."
2026-04-25," Mc 16,15-20",«Id por todo el mundo y proclamad la Buena Nueva a toda la creación» Hoy habría mucho que hablar sobre la cuestión de po...
2026-04-26," Jn 10,1-10","«Yo soy la puerta de las ovejas» Hoy, en el Evangelio, Jesús usa dos imágenes referidas a sí mismo: Él es el pastor. Y É..."
2026-04-27," Jn 10,11-18","«Yo soy el buen pastor» Hoy, nos dice Jesús: «Yo soy el buen pastor» (Jn 10,11). Comentando santo Tomás de Aquino esta a..."
2026-04-28," Jn 10,22-30","«Yo y el Padre somos uno» Hoy vemos a Jesús que se «paseaba por el Templo, en el pórtico de Salomón» (Jn 10,23), durante..."
2026-04-29," Jn 12,44-50","«El que cree en mí, no cree en mí, sino en aquel que me ha enviado» Hoy, Jesús grita; grita como quien dice palabras que..."
2026-04-30," Jn 13,16-20","«Después de lavar los pies a sus discípulos...» Hoy, como en aquellos films que comienzan recordando un hecho pasado, la..."
2026-05-01," Jn 14,1-6","«Yo soy el Camino, la Verdad y la Vida. Nadie va al Padre sino por mí» Hoy, en este Viernes IV de Pascua, Jesús nos invi..."
2026-05-02," Jn 14,7-14","«Yo estoy en el Padre y el Padre está en mí» Hoy, estamos invitados a reconocer en Jesús al Padre que se nos revela. Fel..."
2026-05-03," Jn 14,1-12","«Yo soy el Camino, la Verdad y la Vida. Nadie va al Padre sino por mí» Hoy, la escena que contemplamos en el Evangelio n..."
2026-05-04," Jn 14,21-26","«El Paráclito, el Espíritu Santo, que el Padre enviará en mi nombre, os lo enseñará todo y os recordará todo lo que yo o..."
2026-05-05," Jn 14,27-31a","«Mi paz os doy; no os la doy como la da el mundo» Hoy, Jesús nos habla indirectamente de la cruz: nos dejará la paz, per..."
2026-05-06," Jn 15,1-8","«Permaneced en mí, como yo en vosotros» Hoy contemplamos de nuevo a Jesús rodeado por los Apóstoles, en un clima de espe..."
2026-05-07," Jn 15,9-11","«Como el Padre me amó, yo también os he amado a vosotros» Hoy escuchamos nuevamente la íntima confidencia que Jesús nos ..."
2026-05-08," Jn 15,12-17","«Éste es el mandamiento mío: que os améis los unos a los otros como yo os he amado» Hoy, el Señor nos invita al amor fra..."
2026-05-09," Jn 15,18-21","«Todo esto os lo harán por causa de mi nombre, porque no conocen al que me ha enviado» Hoy, el Evangelio contrapone el m..."
2026-05-10," Jn 14,15-21","«Yo le amaré y me manifestaré a él» Hoy, Jesús —como lo hizo entonces con sus discípulos— se despide, pues vuelve al Pad..."
2026-05-11," Jn 15,26—16,4","«También vosotros daréis testimonio» Hoy, en el evangelio Jesús anuncia y promete la venida del Espíritu Santo: «Cuando ..."
2026-05-12," Jn 16,5-11",«Os conviene que yo me vaya» Hoy el Evangelio nos ofrece una comprensión más profunda de la realidad de la Ascensión del...
2026-05-13," Jn 16,12-15",«Mucho tengo todavía que deciros» Hoy es ¡un día especial! Imagínate la típica jornada en que tú estás con tus familiare...
2026-05-14," Jn 15,9-17","«Os he dicho esto, para que mi gozo esté en vosotros, y vuestro gozo sea colmado» Hoy, la Iglesia recuerda el día en el ..."
2026-05-15," Jn 16,20-23a","«Vuestra tristeza se convertirá en gozo» Hoy comenzamos el Decenario del Espíritu Santo. Reviviendo el Cenáculo, vemos a..."
2026-05-16," Jn 16, 23-28","«Salí del Padre (...) y voy al Padre» Hoy, en vigilias de la fiesta de la Ascensión del Señor, el Evangelio nos deja una..."
2026-05-17," Mt 28,16-20","«Me ha sido dado todo poder en el cielo y en la tierra» Hoy, contemplamos unas manos que bendicen —el último gesto terre..."
2026-05-18," Jn 16,29-33",«¡Ánimo!: yo he vencido al mundo» Hoy podemos tener la sensación de que el mundo de la fe en Cristo se debilita. Hay muc...
2026-05-19," Jn 17,1-11a","«Padre, ha llegado la hora» Hoy, el Evangelio de san Juan —que hace días estamos leyendo— comienza hablándonos de la “ho..."
2026-05-20," Jn 17,11b-19",«Que tengan en sí mismos mi alegría colmada» Hoy vivimos en un mundo que no sabe cómo ser verdaderamente feliz con la fe...
2026-05-21," Jn 17,20-26","«Padre santo, no ruego sólo por éstos, sino también por aquellos que (...) creerán en mí» Hoy, encontramos en el Evangel..."
2026-05-22," Jn 21,15-19","«¿Me amas más que éstos?» Hoy, el Evangelio nos narra otra de las apariciones de Jesús a sus discípulos. De un modo prof..."
2026-05-23," Jn 21,20-25","«Las ha escrito, y nosotros sabemos que su testimonio es verdadero» Hoy leemos el final del Evangelio de san Juan. Se tr..."
2026-05-24," Jn 20,19-23","«Recibid el Espíritu Santo» Hoy, en el día de Pentecostés se realiza el cumplimiento de la promesa que Cristo había hech..."
2026-05-25," Jn 19,25-34","«Aquí tienes a tu madre» Hoy hacemos memoria de María, Madre de la Iglesia. En este sentido, contemplamos la maternidad ..."
2026-05-26," Mc 10,28-31","«Nadie que haya dejado casa (...) por mí y por el Evangelio, quedará sin recibir el ciento por uno (...) y en el mundo v..."
2026-05-27," Mc 10,32-45","«Tampoco el Hijo del hombre ha venido a ser servido, sino a servir y a dar su vida como rescate por muchos» Hoy, el Seño..."
2026-05-28," Mc 10,46-52","«¡Hijo de David, Jesús, ten compasión de mí!» Hoy, Cristo nos sale al encuentro. Todos somos Bartimeo: ese invidente a c..."
2026-05-29," Mc 11,11-25","«Todo cuanto pidáis en la oración, creed que ya lo habéis recibido» Hoy, fruto y petición son palabras clave en el Evang..."
2026-05-30," Mc 11,27-33","«¿Con qué autoridad haces esto?» Hoy, el Evangelio nos pide que pensemos con qué intención vamos a ver a Jesús. Hay quie..."
2026-05-31," Jn 3,16-18",«Tanto amó Dios al mundo que dio a su Hijo único» Hoy nos viene bien volver a escuchar que «tanto amó Dios al mundo…» (J...
2026-06-01," Mc 12,1-12","«Envió un siervo a los labradores a su debido tiempo para recibir de ellos una parte de los frutos de la viña» Hoy, el S..."
2026-06-02," Mc 12,13-17","«Lo del César, devolvédselo al César, y lo de Dios, a Dios» Hoy, de nuevo nos maravillamos del ingenio y sabiduría de Cr..."
2026-06-03," Mc 12,18-27","«No es un Dios de muertos, sino de vivos» Hoy, la Santa Iglesia pone a nuestra consideración —por la palabra de Cristo— ..."
2026-06-04," Mc 12,28-34","«No existe otro mandamiento mayor que éstos» Hoy, un maestro de la Ley le pregunta a Jesús: «¿Cuál es el primero de todo..."
2026-06-05," Mc 12,35-37","«El mismo David le llama Señor» Hoy, el judaísmo aún sabe que el Mesías ha de ser “hijo de David” y debe inaugurar una n..."
2026-06-06," Mc 12,38-44","«Llegó también una viuda pobre y echó dos moneditas» Hoy, como en tiempo de Jesús, los devotos —y todavía más los “profe..."
2026-06-07," Jn 6,51-58","«Yo soy el pan vivo, bajado del cielo. Si uno come de este pan, vivirá para siempre» Hoy, todo el mensaje que hemos de e..."
2026-06-08," Mt 5,1-12","«Bienaventurados los pobres de espíritu» Hoy, con la proclamación de las Bienaventuranzas, Jesús nos hace notar que a me..."
2026-06-09," Mt 5,13-16","«Vosotros sois la sal de la tierra. (...) Vosotros sois la luz del mundo» Hoy, san Mateo nos recuerda aquellas palabras ..."
2026-06-10," Mt 5,17-19","«No he venido a abolir, sino a dar cumplimiento» Hoy escuchamos del Señor: «No penséis que he venido a abolir la Ley y l..."
2026-06-11," Mt 5,20-26","«Si vuestra justicia no es mayor (...) no entraréis en el Reino de los Cielos» Hoy, Jesús nos invita a ir más allá de lo..."
2026-06-12," Mt 11,25-30","«Venid a mí todos los que estáis fatigados y sobrecargados, y yo os daré descanso» Hoy, cuando nos encontremos cansados ..."
2026-06-13," Lc 2,41-51",«Su madre conservaba cuidadosamente todas las cosas en su corazón» Hoy celebramos la memoria del Corazón Inmaculado de M...
2026-06-14," Mt 9,36—10:8","«Al ver Jesús a la muchedumbre, sintió compasión de ella, porque estaban vejados y abatidos como ovejas que no tienen pa..."
2026-06-15," Mt 5,38-42","«Pues yo os digo: no resistáis al mal» Hoy, Jesús nos enseña que el odio se supera en el perdón. La ley del talión era u..."
2026-06-16," Mt 5,43-48","«Sed perfectos como es perfecto vuestro Padre celestial» Hoy, Cristo nos invita a amar. Amar sin medida, que es la medid..."
2026-06-17," Mt 6,1-6.16-18","«Cuidad de no practicar vuestra justicia delante de los hombres para ser vistos por ellos» Hoy, Jesús nos invita a obrar..."
2026-06-18," Mt 6,7-15","«Vuestro Padre sabe lo que necesitáis antes de pedírselo» Hoy, el Señor nos quiere ayudar a crecer en un tema central de..."
2026-06-19," Mt 6,19-23","«Amontonaos más bien tesoros en el cielo, donde no hay polilla ni herrumbre que corroan, ni ladrones que socaven y roben..."
2026-06-20," Mt 6,24-34","«Buscad primero su Reino y su justicia, y todas esas cosas se os darán por añadidura» Hoy el Evangelio habla claramente ..."
2026-06-21," Mt 10,26-33","«No temáis a los que matan el cuerpo» Hoy, después de elegir a los doce, Jesús los envía a predicar y los instruye. Les ..."
2026-06-22," Mt 7,1-5","«Con el juicio con que juzguéis seréis juzgados, y con la medida con que midáis se os medirá» Hoy, el Evangelio me ha re..."
2026-06-23," Mt 7,6.12-14","«Entrad por la puerta estrecha» Hoy, Jesús nos hace tres recomendaciones importantes. No obstante, centraremos nuestra a..."
2026-06-24," Lc 1,57-66.80","«El niño crecía y su espíritu se fortalecía» Hoy, celebramos solemnemente el nacimiento del Bautista. San Juan es un hom..."
2026-06-25," Mt 7,21-29","«No todo el que me diga: ‘Señor, Señor’, entrará en el Reino de los Cielos» Hoy nos impresiona la afirmación rotunda de ..."
2026-06-26," Mt 8,1-4","«Señor, si quieres puedes limpiarme» Hoy, el Evangelio nos muestra un leproso, lleno de dolor y consciente de su enferme..."
2026-06-27," Mt 8,5-17","«Señor, no soy digno de que entres bajo mi techo; basta que lo digas de palabra y mi criado quedará sano» Hoy, en el Eva..."
2026-06-28," Mt 10,37-42","«El que no toma su cruz y me sigue detrás no es digno de mí. Quien a vosotros recibe, a mí me recibe» Hoy, al escuchar d..."
2026-06-29," Mt 16,13-19","«Tú eres el Cristo, el Hijo de Dios vivo» Hoy celebramos la solemnidad de San Pedro y San Pablo, los cuales fueron funda..."
2026-06-30," Mt 8,23-27","«Entonces se levantó, increpó a los vientos y al mar, y sobrevino una gran bonanza» Hoy, Martes XIII del tiempo ordinari..."
2026-07-01," Mt 8,28-34",«Le rogaron que se retirase de su término» Hoy contemplamos un triste contraste. “Contraste” porque admiramos el poder y...
2026-07-02," Mt 9,1-8","«Levántate, toma tu camilla y vete a tu casa» Hoy encontramos una de las muchas manifestaciones evangélicas de la bondad..."
2026-07-03," Jn 20,24-29","«Señor mío y Dios mío» Hoy, la Iglesia celebra la fiesta de santo Tomás. El evangelista Juan, después de describir la ap..."
2026-07-04," Mt 9,14-17",«Días vendrán en que les será arrebatado el novio; entonces ayunarán» Hoy notamos cómo con Jesús comenzaron unos tiempos...
2026-07-05," Mt 11,25-30","«Venid a mí todos los que estáis fatigados y sobrecargados, y yo os daré descanso» Hoy, Jesús nos muestra dos realidades..."
2026-07-06," Mt 9,18-26","«Tu fe te ha salvado» Hoy, la liturgia de la Palabra nos invita a admirar dos magníficas manifestaciones de fe. Tan magn..."
2026-07-07," Mt 9,32-38","«Rogad (...) al Dueño de la mies que envíe obreros a su mies» Hoy, el Evangelio nos habla de la curación de un endemonia..."
2026-07-08," Mt 10,1-7","«Id proclamando que el Reino de los Cielos está cerca» Hoy, el Evangelio nos muestra a Jesús enviando a sus discípulos e..."
2026-07-09," Mt 10,7-15","«Id proclamando que el Reino de los Cielos está cerca» Hoy, el texto del Evangelio nos invita a evangelizar; nos dice: «..."
2026-07-10," Mt 10,16-23","«Seréis odiados de todos por causa de mi nombre» Hoy, el Evangelio remarca las dificultades y las contradicciones que el..."
2026-07-11," Mt 10,24-33","«No está el discípulo por encima del maestro» Hoy, el Evangelio nos invita a reflexionar sobre la relación maestro-discí..."
2026-07-12," Mt 13,1-23",«Salió un sembrador a sembrar» Hoy consideramos la parábola del sembrador. Tiene una fuerza y un encanto especiales porq...
2026-07-13," Mt 10,34--11,1",«El que no toma su cruz y me sigue detrás no es digno de mí» Hoy Jesús nos ofrece una mezcla explosiva de recomendacione...
2026-07-14," Mt 11,20-24","«¡Ay de ti, Corozaín! ¡Ay de ti, Betsaida!» Hoy, Cristo reprende a dos ciudades de Galilea, Corozaín y Betsaida, por su ..."
2026-07-15," Mt 11,25-27","«Has ocultado estas cosas a sabios e inteligentes, y se las has revelado a pequeños» Hoy, el Evangelio nos ofrece la opo..."
2026-07-16," Mt 11,28-30","«Venid a mí todos los que estáis fatigados (…), yo os daré descanso» Hoy, ante un mundo que ha decidido darle la espalda..."
2026-07-17," Mt 12,1-8","«Misericordia quiero y no sacrificio» Hoy el Señor se acerca al sembrado de tu vida, para recoger frutos de santidad. ¿E..."
2026-07-18," Mt 12,14-21","«Los curó a todos» Hoy encontramos un doble mensaje. Por un lado, Jesús nos llama con una bella invitación a seguirlo: «..."
2026-07-19," Mt 13,24-43","«Algún enemigo ha hecho esto» Hoy, Cristo. Siempre, Cristo. De Él venimos; de Él vienen todas las buenas semillas sembra..."
2026-07-20," Mt 12,38-42","«Maestro, queremos ver una señal hecha por ti» Hoy, Jesús es puesto a prueba por «algunos escribas y fariseos» (Mt 12,38..."
2026-07-21," Mt 12,46-50","«El que cumpla la voluntad de mi Padre celestial, ése es (...) mi madre» Hoy, el Evangelio se nos presenta, de entrada, ..."
2026-07-22," Jn 20,1-2.11-18",«Fue María Magdalena y dijo a los discípulos que había visto al Señor» Hoy celebramos con gozo a santa María Magdalena. ...
2026-07-23," Mt 13,10-17","«¡... dichosos vuestros ojos, porque ven, y vuestros oídos, porque oyen!» Hoy, recordamos la ""alabanza"" dirigida por Jes..."
2026-07-24," Mt 13,18-23","«Vosotros, pues, escuchad la parábola del sembrador» Hoy contemplamos a Dios como un agricultor bueno y magnánimo, que s..."
2026-07-25," Mt 20,20-28","«¿Podéis beber la copa que yo voy a beber?» Hoy, el episodio que nos narra este fragmento del Evangelio nos pone frente ..."
2026-07-26," Mt 13,44-52","«Un tesoro escondido en un campo (...); un mercader que anda buscando perlas finas» Hoy, el Evangelio nos quiere ayudar ..."
2026-07-27," Mt 13,31-35","«Nada les hablaba sin parábolas» Hoy, el Evangelio nos presenta a Jesús predicando a sus discípulos. Y lo hace, tal como..."
2026-07-28," Mt 13,36-43","«Explícanos la parábola de la cizaña del campo» Hoy, mediante la parábola de la cizaña y el trigo, la Iglesia nos invita..."
2026-07-29," Lc 10,38-42","«Te preocupas y te agitas por muchas cosas; y hay necesidad de pocas, o mejor, de una sola» Hoy, también nosotros —atare..."
2026-07-30," Mt 13,47-53","«Recogen en cestos los buenos y tiran los malos» Hoy, el Evangelio constituye una llamada vital a la conversión. Jesús n..."
