fecha,cita,resumen
2026-08-29," Mc 6,17-29",«Juan decía a Herodes: ‘No te está permitido tener la mujer de tu hermano’» Hoy recordamos el martirio de san Juan Bauti...
2026-08-30," Mt 16,21-27","«El que quiera venirse conmigo que se niegue a sí mismo, que cargue con su cruz y me siga» Hoy, consideramos que ver a J..."
2026-08-31," Lc 4,16-30","«Hoy se cumple esta escritura que acabáis de oír» Hoy, «se cumple esta escritura que acabáis de oír» (Lc 4,21). Con esta..."
2026-09-01," Lc 4,31-37","«Quedaban asombrados de su doctrina, porque hablaba con autoridad» Hoy vemos cómo la actividad de enseñar fue para Jesús..."
2026-09-02," Lc 4,38-44","«Poniendo Él las manos sobre cada uno de ellos, los curaba. Salían también demonios de muchos, gritando» Hoy nos encontr..."
2026-09-03," Lc 5,1-11",«Boga mar adentro» Hoy día todavía nos resulta sorprendente comprobar cómo aquellos pescadores fueron capaces de dejar s...
2026-09-04," Lc 5,33-39","«¿Podéis acaso hacer ayunar a los invitados a la boda mientras el novio está con ellos?» Hoy, en nuestra reflexión sobre..."
2026-09-05," Lc 6,1-5","«El Hijo del hombre es señor del sábado» Hoy, ante la acusación de los fariseos, Jesús explica el sentido correcto del d..."
2026-09-06," Mt 18,15-20","«Si tu hermano llega a pecar, vete y repréndele, a solas tú con él» Hoy, el Evangelio propone que consideremos algunas r..."
2026-09-07," Lc 6,6-11","«Levántate y ponte ahí en medio (...). Extiende tu mano» Hoy, Jesús nos da ejemplo de libertad. Tantísimo hablamos de el..."
2026-09-08," Mt 1,1-16.18-23","«He aquí que la virgen concebirá y dará a luz un hijo, y le pondrán por nombre Emmanuel» Hoy, la genealogía de Jesús, el..."
2026-09-09," Lc 6,20-26","«Bienaventurados los pobres. (...) ¡Ay de vosotros los ricos!» Hoy, Jesús señala dónde está la verdadera felicidad. En l..."
2026-09-10," Lc 6,27-38","«Sed compasivos, como vuestro Padre es compasivo» Hoy, en el Evangelio, el Señor nos pide por dos veces que amemos a los..."
2026-09-11," Lc 6,39-42","«Todo discípulo que esté bien formado, será como su maestro» Hoy, las palabras del Evangelio nos hacen reflexionar sobre..."
2026-09-12," Lc 6,43-49","«Cada árbol se conoce por su fruto» Hoy, el Señor nos sorprende haciendo “publicidad” de sí mismo. No es mi intención “e..."
2026-09-13," Mt 18,21-35","«¿Cuántas veces tengo que perdonar las ofensas que me haga mi hermano?» Hoy, en el Evangelio, Pedro consulta a Jesús sob..."
2026-09-14," Jn 3,13-17","«Para que todo el que crea en Él tenga vida eterna» Hoy, el Evangelio es una profecía, es decir, una mirada en el espejo..."
2026-09-15," Lc 2,33-35","«Una espada te atravesará el alma» Hoy, en la fiesta de Nuestra Señora, la Virgen de los Dolores, escuchamos unas palabr..."
2026-09-16," Lc 7,31-35","«¿Con quién, pues, compararé a los hombres de esta generación?» Hoy, Jesús constata la dureza de corazón de la gente de ..."
2026-09-17," Lc 7,36-50","«A los pies de Jesús, comenzó a llorar» Hoy, Simón fariseo, invita a comer a Jesús para llamar la atención de la gente. ..."
2026-09-18," Lc 8,1-3","«Le acompañaban los Doce, y algunas mujeres» Hoy admiramos a las mujeres que habían seguido a Jesús por Él mismo, por gr..."
2026-09-19," Lc 8,4-15","«Lo que cae en buena tierra, son los que (...) dan fruto con perseverancia» Hoy, Jesús nos habla de un sembrador que sal..."
2026-09-20," Mt 20,1-16",«¿(...) vas a tener tú envidia porque yo soy bueno?» Hoy el evangelista continúa haciendo la descripción del Reino de Di...
2026-09-21," Mt 9,9-13","«No he venido a llamar a justos, sino a pecadores» Hoy celebramos la fiesta del apóstol y evangelista san Mateo. Él mism..."
2026-09-22," Lc 8,19-21",«Mi madre y mis hermanos son aquellos que oyen la Palabra de Dios y la cumplen» Hoy leemos un hermoso pasaje del Evangel...
2026-09-23," Lc 9,1-6","«Convocando Jesús a los Doce, les dio autoridad y poder sobre todos los demonios, y para curar enfermedades» Hoy vivimos..."
2026-09-24," Lc 9,7-9","«Buscaba verle» Hoy el texto del Evangelio nos dice que Herodes quería ver a Jesús (cf. Lc 9,9). Ese deseo de ver a Jesú..."
2026-09-25," Lc 9,18-22","«¿Quién dice la gente que soy yo? (…) Y vosotros, ¿quién decís que soy yo?» Hoy, en el Evangelio, hay dos interrogantes ..."
2026-09-26," Lc 9,43b-45","«El Hijo del hombre va a ser entregado en manos de los hombres» Hoy, más de dos mil años después, el anuncio de la pasió..."
2026-09-27," Mt 21,28-32","«¿Cuál de los dos hizo la voluntad del padre?» Hoy, contemplamos al padre y dueño de la viña pidiendo a sus dos hijos: «..."
2026-09-28," Lc 9,46-50","«El más pequeño de entre vosotros, ése es mayor» Hoy, camino de Jerusalén hacia la pasión, «se suscitó una discusión ent..."
2026-09-29," Jn 1,47-51","«Veréis el cielo abierto y a los ángeles de Dios subir y bajar sobre el Hijo del hombre» Hoy, en la fiesta de los Santos..."
2026-09-30," Lc 9,57-62","«Sígueme» Hoy, el Evangelio nos invita a reflexionar, con mucha claridad y no menor insistencia, sobre un punto central ..."
2026-10-01," Lc 10,1-12",«Rogad (...) al dueño de la mies que envíe obreros a su mies» Hoy Jesús nos habla de la misión apostólica. Aunque «desig...
2026-10-02," Lc 10,13-16","«Quien a vosotros os escucha, a mí me escucha» Hoy vemos a Jesús dirigir su mirada hacia aquellas ciudades de Galilea qu..."
2026-10-03," Lc 10,17-24","«Se llenó de gozo Jesús en el Espíritu Santo, y dijo: ‘Yo te bendigo, Padre, Señor del cielo y de la tierra’» Hoy, el ev..."
2026-10-04," Mt 21,33-43","«Finalmente les envió a su hijo, diciendo: ‘A mi hijo le respetarán’» Hoy contemplamos el misterio del rechazo de Dios e..."
2026-10-05," Lc 10,25-37","«¿Qué he de hacer para tener en herencia la vida eterna?» Hoy, el mensaje evangélico señala el camino de la vida: «Amará..."
2026-10-06," Lc 10,38-42","«Marta, Marta, te preocupas y te agitas por muchas cosas; y hay necesidad de pocas, o mejor, de una sola» Hoy, como cada..."
2026-10-07," Lc 11,1-4","«Señor, enséñanos a orar, como enseñó Juan a sus discípulos» Hoy vemos cómo uno de los discípulos le dice a Jesús: «Seño..."
2026-10-08," Lc 11,5-13","«El Padre del cielo dará el Espíritu Santo a los que se lo pidan» Hoy, el Evangelio es una catequesis de Jesús sobre la ..."
2026-10-09," Lc 11,15-26","«Algunos dijeron: 'Por Beelzebul, Príncipe de los demonios, expulsa los demonios'» Hoy contemplamos asombrados cómo Jesú..."
2026-10-10," Lc 11,27-28",«¡Dichoso el seno que te llevó y los pechos que te criaron!» Hoy escuchamos la mejor de las alabanzas que Jesús podía ha...
2026-10-11," Mt 22,1-14","«Id a los cruces de los caminos y, a cuantos encontréis, invitadlos a la boda» Hoy, Jesús nos muestra al rey (el Padre),..."
2026-10-12," Lc 11,29-32","«Esta generación es una generación malvada; pide una señal» Hoy, la voz dulce —pero severa— de Cristo pone en guardia a ..."
2026-10-13," Lc 11,37-41","«Dad más bien en limosna lo que tenéis, y así todas las cosas serán puras para vosotros» Hoy, el evangelista sitúa a Jes..."
2026-10-14," Lc 11,42-46",«Esto es lo que había que practicar aunque sin omitir aquello» Hoy vemos cómo el Divino Maestro nos da algunas lecciones...
2026-10-15," Lc 11,47-54","«¡(...) edificáis los sepulcros de los profetas que vuestros padres mataron!» Hoy, se nos plantea el sentido, aceptación..."
2026-10-16," Lc 12,1-7",«No temáis; valéis más que muchos pajarillos» Hoy contemplamos a Nuestro Señor Jesucristo dirigiéndose a las gentes desp...
2026-10-17," Lc 12,8-12","«El que se declare por mí ante los hombres, también el Hijo del hombre se declarará por él» Hoy, el Señor despierta nues..."
2026-10-18," Mt 22,15-21","«Lo del César devolvédselo al César, y lo de Dios a Dios» Hoy, se nos presenta para nuestra consideración una ""famosa"" a..."
2026-10-19," Lc 12,13-21","«La vida de uno no está asegurada por sus bienes» Hoy, el Evangelio, si no nos tapamos los oídos y no cerramos los ojos,..."
2026-10-20," Lc 12,35-38",«Sed como hombres que esperan a que su señor vuelva de la boda» Hoy es preciso fijarse en estas palabras de Jesús: «Sed ...
2026-10-21," Lc 12,39-48","«Estad preparados, porque en el momento que no penséis, vendrá el Hijo del hombre» Hoy, con la lectura de este fragmento..."
2026-10-22," Lc 12,49-53","«He venido a prender fuego en el mundo» Hoy, el Evangelio nos presenta a Jesús como una persona de grandes deseos: «He v..."
2026-10-23," Lc 12,54-59","«¿Cómo no exploráis (...) este tiempo? ¿Por qué no juzgáis por vosotros mismos lo que es justo?» Hoy, Jesús quiere que l..."
2026-10-24," Lc 13,1-9","«Fue a buscar fruto (...) y no lo encontró» Hoy, las palabras de Jesús nos invitan a meditar sobre el inconveniente de l..."
2026-10-25," Mt 22,34-40","«Amarás al Señor, tu Dios, con todo tu corazón (…). Amarás a tu prójimo como a ti mismo» Hoy, nos recuerda la Iglesia un..."
2026-10-26," Lc 13,10-17","«Pero el jefe de la sinagoga, indignado de que Jesús hubiese hecho una curación en sábado...» Hoy, vemos a Jesús realiza..."
2026-10-27," Lc 13,18-21","«¿A qué es semejante el Reino de Dios?» Hoy, los textos de la liturgia, mediante dos parábolas, ponen ante nuestros ojos..."
2026-10-28," Lc 6,12-19",«Jesús se fue al monte a orar» Hoy contemplamos un día entero de la vida de Jesús. Una vida que tiene dos claras vertien...
2026-10-29," Lc 13,31-35","«¡Jerusalén, Jerusalén! (...) ¡Cuántas veces he querido reunir a tus hijos (...) y no habéis querido!» Hoy podemos admir..."
2026-10-30," Lc 14,1-6","«¿Es lícito curar en sábado, o no?» Hoy el Evangelio nos deja ver a Jesús: firme como buey, manso como asno. Está en cas..."
2026-10-31," Lc 14,1.7-11","«Notando cómo los invitados elegían los primeros puestos...» Hoy, ¿os habéis fijado en el inicio de este Evangelio? Ello..."
